query_name,query_family,optimizer_name,inference_time_ms,actual_latency_ms,end_to_end_time_ms,estimated_cost,plan_json_hash,split_name,training_time_s
29c.sql,29,XGBoostLQO,106.54462495585904,0.061,106.60562495585904,3923.57,1497424688262220096,base_query_split_1,4.227137335983571
29b.sql,29,PostgreSQL_Default,0.000208965502679348,0.067,0.06720896550267935,3885.05,374381004601410535,base_query_split_1,4.416971933096647e-06
29b.sql,29,PostgreSQL_GEQO(t=2),0.0009170034900307655,0.122,0.12291700349003076,3885.05,-8469697736466236632,base_query_split_1,2.7458008844405413e-05
29b.sql,29,XGBoostLQO,120.09783298708498,0.067,120.16483298708498,3885.05,-5931666527541052346,base_query_split_1,4.227137335983571
29a.sql,29,PostgreSQL_Default,0.000333995558321476,0.063,0.06333399555832148,3875.92,-1853329264188641081,base_query_split_1,4.416971933096647e-06
29a.sql,29,PostgreSQL_GEQO(t=2),0.001374981366097927,0.063,0.06437498136609793,3875.92,5358734064031324734,base_query_split_1,2.7458008844405413e-05
29a.sql,29,XGBoostLQO,94.0604999777861,0.071,94.13149997778609,3885.29,5571938674480712589,base_query_split_1,4.227137335983571
20a.sql,20,PostgreSQL_Default,0.00020902371034026146,0.028,0.028209023710340262,13111.8,8076606638565600381,base_query_split_1,4.416971933096647e-06
20a.sql,20,PostgreSQL_GEQO(t=2),0.000500003807246685,0.029,0.029500003807246686,13111.8,8782471131744140524,base_query_split_1,2.7458008844405413e-05
20a.sql,20,XGBoostLQO,52.10958403768018,0.031,52.14058403768018,13111.8,-6136457550365810582,base_query_split_1,4.227137335983571
20c.sql,20,PostgreSQL_Default,0.00029098009690642357,0.034,0.034290980096906426,15667.73,-3144452928755863236,base_query_split_1,4.416971933096647e-06
20c.sql,20,PostgreSQL_GEQO(t=2),0.000792031642049551,0.037,0.03779203164204955,15667.73,7693548861803909127,base_query_split_1,2.7458008844405413e-05
20c.sql,20,XGBoostLQO,50.75220903381705,0.04,50.79220903381705,15667.73,6499719078811928295,base_query_split_1,4.227137335983571
